time (ms),L2_RQSTS.REFERENCES-0,L2_RQSTS.REFERENCES-1,L2_RQSTS.REFERENCES-2,L2_RQSTS.REFERENCES-3,L2_RQSTS.REFERENCES-4,L2_RQSTS.REFERENCES-5,LONGEST_LAT_CACHE.REFERENCE-0,LONGEST_LAT_CACHE.REFERENCE-1,LONGEST_LAT_CACHE.REFERENCE-2,LONGEST_LAT_CACHE.REFERENCE-3,LONGEST_LAT_CACHE.REFERENCE-4,LONGEST_LAT_CACHE.REFERENCE-5,BR_INST_RETIRED.ALL_BRANCHES-0,BR_INST_RETIRED.ALL_BRANCHES-1,BR_INST_RETIRED.ALL_BRANCHES-2,BR_INST_RETIRED.ALL_BRANCHES-3,BR_INST_RETIRED.ALL_BRANCHES-4,BR_INST_RETIRED.ALL_BRANCHES-5,BR_MISP_RETIRED.ALL_BRANCHES-0,BR_MISP_RETIRED.ALL_BRANCHES-1,BR_MISP_RETIRED.ALL_BRANCHES-2,BR_MISP_RETIRED.ALL_BRANCHES-3,BR_MISP_RETIRED.ALL_BRANCHES-4,BR_MISP_RETIRED.ALL_BRANCHES-5,INST_RETIRED.ANY-0,INST_RETIRED.ANY-1,INST_RETIRED.ANY-2,INST_RETIRED.ANY-3,INST_RETIRED.ANY-4,INST_RETIRED.ANY-5,CPU_CLK_UNHALTED.THREAD-0,CPU_CLK_UNHALTED.THREAD-1,CPU_CLK_UNHALTED.THREAD-2,CPU_CLK_UNHALTED.THREAD-3,CPU_CLK_UNHALTED.THREAD-4,CPU_CLK_UNHALTED.THREAD-5,CPU_CLK_UNHALTED.REF_TSC-0,CPU_CLK_UNHALTED.REF_TSC-1,CPU_CLK_UNHALTED.REF_TSC-2,CPU_CLK_UNHALTED.REF_TSC-3,CPU_CLK_UNHALTED.REF_TSC-4,CPU_CLK_UNHALTED.REF_TSC-5
63420,259728.148,259994.815,279937.778,277400.741,287270.370,409122.222,214737.778,212599.259,227688.889,224553.333,274978.519,395737.037,7043380.000,7043026.667,7324406.667,7298389.630,9218508.889,10204708.889,1333173.333,1325820.000,1306464.444,1310867.407,1526570.370,1642602.963,52963261.481,52960637.778,55068913.333,54854920.741,69636605.185,83158282.222,75008315.556,75008549.630,75022004.444,74997940.741,66697570.370,75029201.481,62092333.333,62092593.333,62103686.667,62084100.000,55212993.333,62109580.000
63446,244753.077,245046.154,273560.000,276459.231,249862.308,265354.615,202536.923,203438.462,224350.769,228872.308,247858.462,242795.385,6417793.077,6417284.615,6799656.154,6813547.692,8846151.538,8381152.308,1196507.692,1196950.000,1171703.077,1165808.462,1599205.385,1524890.769,48222628.462,48222082.308,51260701.538,51392098.462,66434993.077,63025623.077,68915823.077,69028594.615,69035446.923,69015623.077,69052096.923,69058861.538,57049110.000,57142080.000,57148380.000,57131370.000,57161430.000,57167100.000
63473,243390.370,250045.185,263428.148,266220.000,263538.519,237902.963,206115.556,211350.370,216041.481,220395.556,258638.519,232362.963,6422054.074,6422110.370,6547817.037,6561194.074,8866331.852,8645515.556,1153331.111,1145581.481,1128306.667,1122630.370,1547141.481,1570622.222,48444155.556,48444769.630,49362157.037,49488687.407,66746837.037,65018669.630,66611745.926,66593845.185,66478578.519,66459488.889,66627044.444,66639414.815,55141666.667,55126933.333,55031773.333,55015393.333,55154233.333,55164460.000
63503,207138.667,207842.000,365940.667,366276.000,343044.667,214156.667,172204.000,172742.667,278842.000,289232.000,307283.333,209103.333,5706359.333,5706242.000,6927474.000,6873532.000,9466938.000,8284705.333,1091926.667,1089388.667,1068662.000,1056215.333,1529698.667,1453942.000,42886256.000,42885393.333,58224297.333,57746163.333,77157649.333,62418527.333,60081526.667,60084233.333,67358756.667,67462832.000,67595252.000,60113256.000,49735608.000,49738338.000,55760172.000,55846206.000,55956264.000,49761972.000
63533,317247.333,328139.333,201406.000,195797.333,190360.000,328186.667,240673.333,251088.667,141824.000,133779.333,144223.333,278668.000,6775122.000,6775164.667,6015132.000,6022982.667,9231029.333,9536525.333,1111450.000,1107056.667,1083712.000,1085362.000,1679870.667,1550959.333,57132123.333,57132370.667,45416514.000,45497754.667,69770623.333,78002812.000,67586110.000,67586263.333,60088795.333,60071830.000,67565484.000,67613670.667,55947684.000,55948308.000,55952364.000,55954938.000,55931226.000,55971006.000
63563,206115.333,204035.333,253423.333,253964.000,247158.000,205375.333,143988.667,138847.333,204950.000,204481.333,218337.333,177589.333,6479660.667,6480150.000,6420663.333,6437583.333,9693653.333,9198702.667,1251400.667,1246595.333,1030487.333,1033243.333,1631666.667,1677255.333,48991025.333,48993711.333,48731594.667,48856201.333,73364254.667,69479862.667,67596867.333,67588722.667,60107612.000,60105241.333,67652058.667,67631027.333,55957044.000,55950492.000,49757370.000,49755498.000,56002596.000,55985436.000
63593,213348.000,213668.000,234280.667,233396.667,205792.000,258608.000,159926.000,159671.333,178586.667,176351.333,182261.333,244712.667,6474409.333,6474421.333,6722834.000,6751080.667,9172311.333,9662812.667,1245511.333,1238874.000,1207466.667,1212706.667,1661969.333,1630915.333,48859379.333,48859427.333,50636535.333,50860467.333,69034104.667,73141752.000,67604364.000,67508124.000,67428222.000,67594262.667,67644184.000,67641925.333,55963440.000,55883724.000,55817580.000,55955094.000,55996356.000,55994250.000
63623,270796.000,273751.333,363925.333,363157.333,346822.000,301783.333,218093.333,221980.667,296646.000,294004.667,324840.667,285210.000,7589036.000,7589112.000,7335540.000,7357560.000,9483501.333,8981543.333,1323055.333,1316508.667,1255964.667,1261034.000,1526543.333,1569625.333,57528416.667,57528896.667,60630580.000,60805754.667,77032866.000,73054223.333,75085089.333,75076425.333,74996467.333,75044000.000,67639249.333,67633108.667,62156016.000,62148762.000,62082852.000,62121540.000,55992456.000,55987152.000
63653,198068.000,197809.333,259653.333,259858.667,222216.000,269324.000,154144.667,155821.333,215352.000,214544.667,213000.000,261631.333,5760957.333,5761787.333,6393680.667,6408122.667,9074088.000,9538935.333,1099560.000,1085128.000,1024573.333,1026949.333,1640142.667,1604338.667,43405343.333,43409500.667,48420977.333,48533658.667,68181336.667,72026086.000,60101510.000,59856146.000,60085676.000,60078059.333,67659539.333,67375033.333,49752300.000,49549422.000,49739196.000,49732722.000,56009460.000,55773198.000
63683,348156.667,349202.667,274861.333,275222.000,260684.000,252248.667,301818.667,303842.000,220161.333,220798.000,254101.333,240490.667,6928875.333,6928731.333,7241257.333,7266522.000,8944252.000,8519014.667,1238198.000,1233716.667,1299390.667,1304111.333,1567956.667,1548830.667,57530679.333,57529891.333,54444908.667,54639960.000,67336475.333,64064870.000,74945811.333,74946432.667,74771458.000,74933167.333,67449554.000,67401807.333,62040810.000,62040966.000,61896198.000,62030280.000,55834662.000,55795350.000
63710,258877.778,256399.259,242965.185,241118.519,321105.926,283440.000,222117.037,218000.741,193125.926,192420.000,306530.370,268535.556,6805650.370,6805121.481,6602783.704,6610066.667,8761605.926,9991962.222,1151914.074,1147547.407,1185023.704,1185863.704,1514422.963,1760309.630,51541542.222,51538868.889,49627770.370,49681297.778,71880146.667,75295793.333,66699295.556,66706223.704,66712945.185,66710559.259,66725151.111,75035248.148,55213946.667,55219840.000,55225386.667,55223480.000,55235700.000,62114433.333
63736,234930.000,236316.923,276104.615,273054.615,266320.769,373918.462,191686.154,191883.846,224550.000,223710.769,213533.846,339210.769,6588791.538,6588820.769,7059990.000,7066434.615,9946734.615,9701675.385,1260160.000,1253551.538,1209472.308,1209871.538,1667310.769,1550388.462,49548816.154,49548970.000,53239355.385,53298423.077,75623265.385,79999561.538,69289843.077,69272470.000,69282090.000,69278563.077,69256048.462,69259353.846,57358800.000,57344310.000,57352050.000,57348990.000,57330720.000,57333150.000
63766,206077.333,207849.333,342890.000,346235.333,194245.333,177054.667,170016.667,170841.333,269316.000,282531.333,156780.667,144919.333,5724834.667,5724857.333,6320592.667,6249350.667,9209857.333,8175200.667,1094973.333,1090724.000,956802.000,941510.000,1672642.000,1491884.000,43018862.667,43018994.000,53564465.333,52937376.000,69474391.333,61829415.333,60074429.333,60067041.333,60068133.333,60069941.333,67638460.667,60114938.000,49729992.000,49723674.000,49724766.000,49726248.000,55991598.000,49763064.000
63793,272580.000,274037.037,241395.556,237708.148,257144.444,282799.259,228654.815,229390.370,150749.630,142876.296,234141.481,264254.074,7336527.407,7336683.704,7487833.333,7525556.296,9617629.630,10725778.519,1341443.704,1336951.111,1353200.741,1361738.519,1602022.222,1814000.741,55319784.444,55320794.074,56675388.889,57019745.926,72757792.593,81247142.963,75094438.519,75093039.259,74904152.593,75092677.037,66806351.852,75144097.037,62163833.333,62162273.333,62006273.333,62162013.333,55302780.000,62205000.000
63823,311580.000,315145.333,199145.333,195568.667,296477.333,188736.000,260114.000,262243.333,138548.667,132855.333,269931.333,174318.000,6039200.000,6039257.333,6003890.000,6015627.333,9026826.000,8138822.000,959522.000,956332.667,1080878.000,1083555.333,1570948.667,1478766.667,51387263.333,51387557.333,45352197.333,45432082.000,73321136.000,61312883.333,60070660.667,60064112.000,60083672.667,60073662.000,67628875.333,60117195.333,49726794.000,49721334.000,49737792.000,49729446.000,55983564.000,49765404.000
63853,224239.333,224714.000,304668.000,303434.667,256554.667,339380.000,145121.333,143343.333,242564.667,239414.000,239404.667,325332.667,7198480.667,7198388.000,7912749.333,7927567.333,9642897.333,9328243.333,1394382.000,1388046.667,1299127.333,1303231.333,1617541.333,1541659.333,54503434.667,54503016.667,59986500.667,60113616.667,72808117.333,75841221.333,75113005.333,75099508.667,75103851.333,75100092.000,67654074.000,67622524.000,62179026.000,62167638.000,62171460.000,62168262.000,56004468.000,55978182.000
63880,249154.815,249682.222,234505.185,233982.222,234144.444,272240.741,161245.926,159270.370,179264.444,179419.259,227879.259,260931.852,7998311.852,7998208.889,6569378.519,6584254.074,8809586.667,10096916.296,1549313.333,1542274.074,1180418.519,1182518.519,1593219.259,1791654.815,60559371.852,60558907.407,49476279.259,49613621.481,66175217.037,76061251.852,83458894.815,83443898.519,66534281.481,66674045.185,66671210.370,75060055.556,69087806.667,69075153.333,55077706.667,55193146.667,55190633.333,62135233.333
63907,234897.037,235534.815,344531.852,342641.481,245698.519,225325.185,170677.778,172621.481,284615.556,281501.481,237609.630,218812.593,7131192.593,7131216.296,6464629.630,6494240.741,9134997.037,8876456.296,1367450.370,1365703.704,1092482.222,1098002.963,1596505.926,1612520.000,53860288.148,53860303.704,54686253.333,54905168.148,68769111.852,66755015.556,75022508.148,75024692.593,66573405.185,66707443.704,66732472.593,66736008.148,62103946.667,62105940.000,55110206.667,55221053.333,55241420.000,55244280.000
63937,220021.333,228995.333,289090.000,289498.667,362316.667,236393.333,177776.000,187462.667,241349.333,239406.000,331844.667,232132.667,6126625.333,6126539.333,6914698.000,6908502.000,9007500.000,7752325.333,1036094.667,1033246.667,1117062.667,1116534.000,1446588.000,1357082.000,46503188.667,46502637.333,52350318.667,52310087.333,73705014.667,58416570.667,60019268.667,60022079.333,67344708.667,67322736.000,67368517.333,59849066.000,49684362.000,49686780.000,55748238.000,55729908.000,55768362.000,49543494.000
63963,259843.846,260703.077,247416.923,248220.769,208026.923,408956.154,205853.077,209043.077,195864.615,197504.615,164034.615,344523.077,7254853.077,7255614.615,6844273.077,6855593.077,9377858.462,10491474.615,1365650.000,1361020.000,1229445.385,1230899.231,1705743.846,1701343.846,54698060.769,54702510.769,51460779.231,51546749.231,70865900.769,86112606.923,77720569.231,77683265.385,69163958.462,69126467.692,69202193.077,77839371.538,64337760.000,64306800.000,57254400.000,57223170.000,57285990.000,64436130.000
63993,232150.000,239957.333,217202.667,218483.333,254449.333,186899.333,198103.333,204701.333,172462.000,173709.333,225786.000,161192.667,6137074.000,6137214.000,5949556.667,5963844.000,9638227.333,8149154.667,1042122.667,1035425.333,1066244.000,1069950.000,1623607.333,1485715.333,46502398.667,46503644.000,44729420.000,44838870.000,72969626.667,61573793.333,60063158.667,60062062.000,59953676.000,60062620.000,67593617.333,60100078.000,49653864.000,49651524.000,49629918.000,49719618.000,55954392.000,49751208.000
64020,226652.593,222988.889,294246.667,292202.222,203303.704,285523.704,187031.852,182704.444,239157.037,237556.296,179788.889,266546.667,6358854.074,6358874.074,7629772.593,7647205.185,9049071.852,10721843.704,1216843.704,1211909.630,1314280.000,1317083.704,1641138.519,1809306.667,47813036.296,47813097.037,57514844.444,57639382.963,68097844.444,81190262.222,66752385.926,66744551.111,75084816.296,75081565.185,66806313.333,75142411.852,55257886.667,55251386.667,62155600.000,62153173.333,55302346.667,62203353.333
64046,241033.846,239237.692,397252.308,328520.000,317922.308,262152.308,198000.000,194594.615,341072.308,272031.538,293583.077,245776.154,6603847.692,6600195.385,7140116.154,6760318.462,9214455.385,9302249.231,1256377.692,1256771.538,1097186.923,1171360.000,1594864.615,1662870.000,49641236.923,49624612.308,60296468.462,54749463.846,75531186.154,72538049.231,69306587.692,69307317.692,69309180.000,69299079.231,69359169.231,69359236.154,57372840.000,57373020.000,57374640.000,57366270.000,57416130.000,57416130.000
64073,231882.963,232949.630,221035.556,316352.593,272122.963,335092.593,190497.037,191717.778,123862.222,261956.296,256717.037,322278.519,6349989.630,6350131.111,6780582.222,6509936.296,9390922.963,9406578.519,1212651.111,1207964.444,1203440.000,1127976.296,1553002.963,1525339.259,47719089.630,47720109.630,51551603.704,52721705.926,70805120.000,74759667.407,66755102.963,66748421.481,66771182.222,66732446.667,65912264.444,66788864.444,55260400.000,55254506.667,55273920.000,55241593.333,54562820.000,55287786.667
64103,227881.333,228201.333,205300.667,203819.333,241514.667,214514.667,195071.333,194405.333,145939.333,143140.000,235281.333,209158.667,5764295.333,5758473.333,5838000.667,5824012.000,8762370.667,7759494.000,1023776.667,1027032.000,1053963.333,1045115.333,1587452.667,1408485.333,43453961.333,43428580.667,44121324.000,43940401.333,65826314.000,58357148.667,59873378.667,59897092.000,59722068.667,59392598.667,67407729.333,59895678.667,49563696.000,49583118.000,49438350.000,49165662.000,55800498.000,49582182.000
64133,357208.000,361842.000,230587.333,255826.000,241668.000,222444.667,284080.667,289890.667,166800.667,186436.667,232476.667,216193.333,7473081.333,7469668.000,6745841.333,7507317.333,9297398.000,9079387.333,1237046.667,1233057.333,1214330.000,1353068.000,1632980.000,1649281.333,62257492.000,62242879.333,50911157.333,56667874.667,69975989.333,68283272.000,75051878.000,75051553.333,67595431.333,75067475.333,67623014.000,67613772.667,62128170.000,62127936.000,55956030.000,62141898.000,55978806.000,55971240.000
64163,181480.000,180757.333,282745.333,250818.667,334061.333,372044.667,122051.333,119603.333,228409.333,200802.000,281271.333,359072.667,5761154.667,5761028.667,7160664.667,6416967.333,9519002.667,9657885.333,1114270.667,1111200.000,1162997.333,1027997.333,1543411.333,1512880.667,43595032.000,43594206.000,54283554.667,48692434.000,77732016.000,78612680.000,60101214.667,60100952.000,67577315.333,60093794.000,67631886.667,67611073.333,49752456.000,49751910.000,55940820.000,49745904.000,55986216.000,55968978.000
64193,233992.000,233853.333,352410.000,308268.000,199694.667,201244.000,169768.000,170866.000,285588.667,238994.667,160749.333,144914.667,7184130.667,7184075.333,7332484.000,7439128.000,9170031.333,8995810.000,1381345.333,1379532.000,1254902.667,1310943.333,1668088.000,1646019.333,54249772.000,54249623.333,60634335.333,58316970.000,69223346.000,68158403.333,75098518.000,75105016.000,74848088.000,75081310.000,67649822.000,67644583.333,62166858.000,62172630.000,61959846.000,62152662.000,56001348.000,55996746.000
64220,259991.111,259837.037,291161.481,296005.926,255986.667,249411.111,188631.111,189851.111,238393.333,242305.185,231960.000,218685.926,7982367.407,7982305.926,7077685.185,6574357.778,9564278.519,9866754.815,1534828.148,1532813.333,1132266.667,1141211.852,1593816.296,1800900.000,60277524.444,60277359.259,53623057.778,52929755.556,72375569.630,74490651.852,83442797.778,83450017.778,66714281.481,66709494.815,66749567.407,75055799.259,69074286.667,69080700.000,55226513.333,55222440.000,55255806.667,62131680.000
64246,280886.923,291221.538,250984.615,297473.077,218946.923,283463.846,225966.154,237411.538,197299.231,246130.000,197003.077,266985.385,7916588.462,7916406.923,6884818.462,7371789.231,9350386.923,9867477.692,1362276.923,1357456.154,1237533.846,1179406.923,1694351.538,1648751.538,60042970.000,60041890.769,51771653.846,55822510.769,70361736.154,74707466.154,77910431.538,77932599.231,69311318.462,69299150.769,69350959.231,69329063.846,64494630.000,64512810.000,57376260.000,57366000.000,57409200.000,57390840.000
64276,286186.667,285998.000,217416.000,219052.667,348599.333,281614.667,245217.333,245149.333,172609.333,174036.000,327018.667,265354.667,5627928.000,5627856.667,5956197.333,5959604.667,9475722.667,7965758.000,1011552.667,1008856.667,1068022.667,1069471.333,1525775.333,1384175.333,47773336.000,47773026.667,44782001.333,44799668.667,76969074.667,65403384.667,60084039.333,60083066.000,60074513.333,60057025.333,67629173.333,60104664.000,49746528.000,49743486.000,49729992.000,49715640.000,55983720.000,49755108.000
64303,263643.704,271488.889,298007.407,280200.741,241654.074,320568.889,227903.704,234111.852,244760.000,226160.741,236800.000,311474.815,6677097.778,6677051.111,7418355.556,7252563.704,8597143.704,10230194.074,1108456.296,1104333.333,1272316.296,1302582.222,1555970.370,1718040.000,50579848.889,50579782.963,55914980.741,54513058.519,64583082.963,77319443.704,66574013.333,66565645.185,74710036.296,74910200.741,66591978.519,74935790.370,55110640.000,55103360.000,61845853.333,62010866.667,55125373.333,62032100.000
64330,226954.074,223116.296,244765.926,262296.296,221788.148,217654.815,187180.741,181920.000,194865.185,213582.963,213641.481,210347.407,6348126.667,6348243.704,6603101.481,6797854.815,8965828.148,8952758.519,1214510.370,1210531.852,1187508.148,1164315.556,1623992.593,1626080.000,47739262.963,47739454.074,49640131.111,51267365.926,67348334.815,67333148.889,66710496.296,66716817.778,66727990.370,66708746.667,66746595.556,66739701.481,55223133.333,55228420.000,55237693.333,55222093.333,55253380.000,55247313.333
64360,205849.333,205722.667,359258.000,365572.667,329469.333,216813.333,167908.000,167508.000,269569.333,280250.000,314430.000,210364.000,5713700.000,5713745.333,7077190.667,7010370.667,9154236.000,8272428.000,1091772.000,1090469.333,1095893.333,1080716.667,1543356.667,1451158.667,42957601.333,42958078.000,59381102.667,58816747.333,74291402.667,62345470.000,60048158.000,60045558.000,67577225.333,67570741.333,67615582.000,60084001.333,49708074.000,49706202.000,55941132.000,55935282.000,55973034.000,49737792.000
